jehu,joram,6
jerusalem,zedekiah,6
japheth,shem,6
ahab,ahaziah,6
joram,judah,6
esau,seir,6
iscariot,judas,6
ahaz,jerusalem,6
jehoash,judah,6
ahimelech,david,6
adonijah,solomon,6
james,zebedee,6
ham,noah,6
ahaz,judah,6
dan,naphtali,6
gad,gilead,6
james,simon,6
jeshua,kadmiel,6
baruch,neriah,6
ahitub,zadok,6
haman,mordecai,6
ammon,jerusalem,6
judah,pharez,6
gideon,israel,6
ahaz,israel,6
eliakim,shebna,5
jesus,philip,5
reuben,zebulun,5
babylon,hamath,5
israel,jeshua,5
magdalene,mary,5
bashan,heshbon,5
amram,hebron,5
david,uriah,5
horeb,israel,5
abiathar,zadok,5
christ,timotheus,5
aroer,gilead,5
kohath,merari,5
levi,simeon,5
israel,midian,5
israel,zerubbabel,5
david,jordan,5
hamor,shechem,5
caleb,hebron,5
manasseh,moses,5
azariah,daniel,5
jehoiada,pelethites,5
shealtiel,zerubbabel,5
huram,solomon,5
nebat,solomon,5
benaiah,zadok,5
eliakim,joah,5
jehoiakim,jeremiah,5
azariah,israel,5
christ,david,5
esau,reuel,5
absalom,geshur,5
jehoram,jehoshaphat,5
eli,shiloh,5
benjamin,geba,5
bezaleel,uri,5
jesus,moses,5
abinadab,saul,5
assyria,rabshakeh,5
israel,jesus,5
elah,israel,5
jerusalem,nebuchadnezzar,5
jotham,uzziah,5
judas,simon,5
israel,phinehas,5
abishai,zeruiah,5
jesus,pilate,5
gilead,reuben,5
bethel,israel,5
ahaziah,jehoram,5
bashan,jordan,5
laban,leah,5
naphtali,zebulun,5
ammon,jephthah,5
eliphaz,esau,5
abijah,jeroboam,5
arnon,heshbon,5
gibeon,joshua,5
david,gad,5
eleazar,nun,5
david,rehoboam,5
assyria,judah,5
bethel,jeroboam,5
canaan,jacob,5
japheth,noah,5
benaiah,pelethites,5
absalom,amnon,5
hezekiah,rabshakeh,5
meshech,tubal,5
joah,shebna,5
jerusalem,lachish,5
ammon,rabbah,5
ammon,joab,5
david,samuel,5
jeconiah,judah,5
hilkiah,joah,5
barak,deborah,5
jerusalem,samaria,5
amminadab,judah,5
israel,nun,5
amaziah,jehoahaz,5
hezekiah,isaiah,5
jethro,moses,5
baruch,jeremiah,5
ham,japheth,5
james,jesus,5
iscariot,simon,5
ahab,samaria,5
ahaziah,jehu,5
jesse,obed,5
benaiah,david,5
benjamin,jeremiah,5
john,simon,5
ahaziah,athaliah,5
daniel,mishael,5
jacob,laban,5
hebron,kohath,5
levi,moses,5
david,jehoshaphat,5
balak,zippor,5
paul,timotheus,5
hiram,tyre,5
gilboa,philistines,5
judah,nahshon,5
amram,kohath,5
isaac,moses,5
jonathan,philistines,5
azariah,mishael,5
jehoahaz,jerusalem,5
andrew,philip,5
gideon,midian,5
judah,shelah,5
heman,jeduthun,5
ahijah,jeroboam,5
gilead,jephthah,5
jordan,reuben,5
judah,moab,5
jephunneh,joshua,5
joab,sheba,5
elijah,israel,5
jotham,judah,5
ahab,jezreel,5
ahaziah,jerusalem,5
ahaz,david,5
galilee,jordan,5
david,zeruiah,5
jeremiah,seraiah,5
ammon,edom,5
gershon,merari,5
aaron,miriam,5
judah,sin,5
issachar,zebulun,5
gershon,levi,5
david,jesus,5
judah,ramah,5
ammon,gilead,5
abishai,david,5
judah,pekah,5
caleb,joshua,5
gibeon,israel,5
ramah,samuel,5
beersheba,jerusalem,4
egypt,midian,4
assyria,jerusalem,4
israel,omri,4
bashemath,esau,4
james,matthew,4
darius,zechariah,4
jephunneh,nun,4
adonijah,david,4
mahlah,tirzah,4
egypt,jeremiah,4
andrew,john,4
bartholomew,philip,4
ahikam,nethaniah,4
remaliah,rezin,4
phinehas,reuben,4
abigail,ahinoam,4
babylon,jehoiakim,4
galilee,naphtali,4
balak,israel,4
jeshua,sherebiah,4
elijah,elisha,4
mephibosheth,saul,4
aholibamah,esau,4
israel,jehoram,4
jerusalem,judaea,4
kenaz,teman,4
hananiah,mishael,4
israel,ramah,4
ramah,saul,4
canaan,pharaoh,4
gilgal,joshua,4
abner,asahel,4
amram,moses,4
gad,jordan,4
israel,zion,4
gershon,kohath,4
judah,lot,4
bichri,joab,4
johanan,nethaniah,4
heshbon,og,4
jerusalem,jordan,4
jehoiakim,jerusalem,4
israel,lot,4
egypt,sinai,4
gilgal,israel,4
jordan,manasseh,4
david,naioth,4
israel,sihon,4
esther,haman,4
abram,canaan,4
cana,galilee,4
jehoiada,solomon,4
antioch,barnabas,4
hilkiah,shebna,4
bartholomew,james,4
merari,zebulun,4
gilead,ramoth,4
bethuel,rebekah,4
hur,uri,4
hoglah,milcah,4
hoglah,zelophehad,4
amalek,ammon,4
mahlah,milcah,4
joseph,judah,4
jesus,judaea,4
canaan,hittite,4
joseph,machir,4
arnon,jabbok,4
abraham,canaan,4
hilkiah,jerusalem,4
mizpah,nethaniah,4
jacob,judah,4
joshua,zerubbabel,4
babylon,jehoiachin,4
benjamin,rehoboam,4
anak,hebron,4
abraham,moses,4
david,hadadezer,4
issachar,tola,4
abinoam,barak,4
israel,nadab,4
dathan,eliab,4
milcah,tirzah,4
ahitub,meraioth,4
moab,philistines,4
amnon,david,4
jesus,timotheus,4
jamin,simeon,4
jehoram,joram,4
daniel,hananiah,4
arnon,sihon,4
david,tyre,4
midian,moses,4
hamath,sepharvaim,4
javan,tubal,4
judah,levi,4
mahlah,zelophehad,4
maaseiah,zechariah,4
abiram,eliab,4
david,hezekiah,4
nethaneel,shemaiah,4
gilgal,saul,4
eliashib,johanan,4
aaron,amram,4
jesus,joseph,4
rabshakeh,shebna,4
jacob,simeon,4
kadmiel,sherebiah,4
joab,rabbah,4
jesus,mary,4
arnon,gilead,4
hur,moses,4
asaph,jeduthun,4
david,hittite,4
caleb,nun,4
arnon,moab,4
ai,israel,4
asa,benjamin,4
baasha,tirzah,4
asaph,david,4
jephunneh,judah,4
kenaz,othniel,4
hanoch,reuben,4
lot,manasseh,4
joses,mary,4
abram,haran,4
jotham,pekah,4
er,judah,4
eliakim,hilkiah,4
amoz,hezekiah,4
azariah,hananiah,4
azariah,samaria,4
ammon,hanun,4
amaziah,jerusalem,4
hezekiah,manasseh,4
ahaziah,israel,4
edom,seir,4
bilhah,rachel,4
eliakim,rabshakeh,4
joseph,rachel,4
kish,ner,4
moses,sin,4
hoglah,tirzah,4
ekron,philistines,4
jerusalem,josiah,4
solomon,zadok,4
merari,mushi,4
jerusalem,joab,4
assyria,babylon,4
asher,gad,4
israel,shechem,4
hittite,uriah,4
bezaleel,hur,4
jehoiakim,josiah,4
admah,sodom,4
abner,ishbosheth,4
philistines,samuel,4
caleb,kenaz,4
joseph,moses,4
benhadad,israel,4
eglon,israel,4
pharaoh,solomon,4
achan,israel,4
milcah,zelophehad,4
herod,tetrarch,4
asher,issachar,4
asaph,mattaniah,4
bichri,sheba,4
benjamin,simeon,4
miriam,moses,4
eleazar,reuben,4
tirzah,zelophehad,4
bilhah,jacob,4
david,pharaoh,4
horeb,moses,4
israel,micaiah,4
canaan,joseph,4
judah,moses,4
asa,jehoshaphat,4
baasha,ramah,4
reuben,simeon,4
judah,persia,4
david,hiram,4
dinah,jacob,4
jeroboam,joash,4
jordan,judah,4
james,philip,4
asa,david,4
judah,reuben,4
gera,shimei,4
judah,philistines,4
manasseh,naphtali,4
babylon,jeconiah,4
john,philip,4
gedaliah,kareah,4
joah,rabshakeh,4
asher,dan,4
benjamin,manasseh,4
hoglah,mahlah,4
joash,samaria,4
aquila,priscilla,4
jezreel,joram,4
david,rabbah,4
gilead,jordan,4
jacob,shechem,4
jordan,joshua,4
nathan,zadok,4
barnabas,saul,4
hezron,pharez,4
canaan,jordan,4
hiram,solomon,4
beersheba,judah,4
balaam,moab,4
egypt,josiah,4
damascus,israel,4
jeremiah,neriah,4
david,hanun,4
amnon,tamar,4
herod,philip,4
jotham,remaliah,4
judah,saul,4
absalom,tamar,4
israel,naphtali,4
asaph,hilkiah,3
rizpah,saul,3
asia,ephesus,3
abner,gibeon,3
bartholomew,matthew,3
hebron,joab,3
benjamin,jordan,3
agrippa,festus,3
jerusalem,uzziah,3
elam,shinar,3
ammon,judah,3
israel,josiah,3
jerusalem,jotham,3
habor,israel,3
hebron,jarmuth,3
abidan,gideoni,3
eglon,lachish,3
adonijah,haggith,3
ephraim,lot,3
issachar,judah,3
abishai,asahel,3
hermon,lebanon,3
david,ner,3
sidon,tyre,3
moab,naomi,3
amaziah,jeroboam,3
egypt,jeroboam,3
silas,timotheus,3
azariah,seraiah,3
ahasuerus,esther,3
nahath,shammah,3
benaiah,solomon,3
jeremiah,shelemiah,3
esau,jeush,3
asher,beriah,3
benaiah,joab,3
hanoch,israel,3
abinadab,jesse,3
abram,hagar,3
ahijah,nebat,3
asaph,joah,3
ammon,egypt,3
ahitub,amariah,3
assyria,habor,3
ahira,enan,3
jerusalem,sennacherib,3
asher,pagiel,3
adonijah,joab,3
eden,haran,3
aiah,saul,3
ashtaroth,israel,3
hamul,hezron,3
barak,sisera,3
hepher,hoglah,3
david,pelethites,3
joseph,shechem,3
hamutal,jeremiah,3
mizzah,reuel,3
jehoiada,joab,3
esau,korah,3
judah,tirzah,3
elkanah,jeroham,3
azariah,hilkiah,3
esther,jew,3
ishmael,kareah,3
joab,ner,3
abishai,absalom,3
hadarezer,zobah,3
israel,jephthah,3
jehoash,jerusalem,3
benaiah,maaseiah,3
hazael,jehoram,3
asenath,potipherah,3
issachar,naphtali,3
hachilah,saul,3
benjamin,lot,3
korah,moses,3
israel,tirzah,3
isaiah,judah,3
abraham,hebron,3
jarmuth,lachish,3
david,sin,3
hamutal,libnah,3
hamath,israel,3
ibleam,megiddo,3
hepher,tirzah,3
ahasuerus,mordecai,3
heshbon,jordan,3
hamath,hena,3
manasseh,phinehas,3
asher,zebulun,3
elias,jesus,3
canaan,machpelah,3
jeroboam,samaria,3
elimelech,naomi,3
herod,judaea,3
ahaz,pekah,3
jehu,joash,3
levi,reuben,3
eliab,zebulun,3
abishai,abner,3
mizzah,nahath,3
jordan,mahanaim,3
simeon,zebulun,3
ahimelech,ahitub,3
remaliah,uzziah,3
israel,jesse,3
cyrus,judah,3
ephraim,shechem,3
issachar,simeon,3
noah,tirzah,3
bashan,salcah,3
hivites,perizzites,3
judah,omri,3
jeshua,shealtiel,3
bashan,moses,3
gilead,judah,3
eleazar,jordan,3
uzzi,zerahiah,3
anathoth,benjamin,3
galilee,peter,3
caleb,judah,3
benjamin,jonathan,3
gideon,joash,3
ahimaaz,jonathan,3
david,jeroboam,3
sanballat,tobiah,3
ahaz,remaliah,3
david,hamath,3
edom,kadesh,3
baasha,jeroboam,3
joseph,potipherah,3
ahikam,judah,3
saul,ziph,3
jehoiakim,zedekiah,3
gilboa,saul,3
hazael,israel,3
barnabas,jerusalem,3
canaan,sarai,3
pekah,rezin,3
adonijah,bathsheba,3
canaan,lot,3
achish,philistines,3
eliphaz,gatam,3
beriah,heber,3
canaan,ham,3
jerusalem,paul,3
magog,tubal,3
jeremiah,libnah,3
shobab,solomon,3
pallu,reuben,3
hepher,zelophehad,3
ashtaroth,og,3
benjamin,solomon,3
jew,mordecai,3
jezreel,judah,3
bashan,gad,3
beor,israel,3
jacob,jerusalem,3
damascus,zobah,3
balaam,israel,3
david,ziklag,3
hezekiah,lachish,3
ahimaaz,zadok,3
babylon,egypt,3
eliab,zechariah,3
hittite,joab,3
gideon,ophrah,3
michaiah,zechariah,3
moab,seir,3
jacob,sin,3
jerusalem,persia,3
hivites,israel,3
achaia,paul,3
jesus,silvanus,3
michmash,saul,3
elias,moses,3
eliab,helon,3
hazael,joram,3
bathsheba,solomon,3
jedaiah,joiarib,3
amalek,eliphaz,3
gedaliah,jeremiah,3
shelumiel,simeon,3
gedaliah,judah,3
mattaniah,zechariah,3
milcah,noah,3
silvanus,timotheus,3
ephraim,naphtali,3
heber,malchiel,3
abiathar,saul,3
joseph,mary,3
jeroboam,rehoboam,3
noah,zelophehad,3
aaron,lot,3
jehu,jeroboam,3
asenath,joseph,3
dishon,seir,3
babylon,daniel,3
egypt,euphrates,3
reuel,shammah,3
matthew,philip,3
shobal,zibeon,3
egypt,hamath,3
kohath,manasseh,3
joab,uriah,3
assyria,gozan,3
abidan,benjamin,3
cana,jesus,3
paul,silas,3
ahasuerus,haman,3
abishua,phinehas,3
david,ramah,3
amaziah,ephraim,3
geba,ramah,3
hamutal,jerusalem,3
ammon,arnon,3
egypt,philistines,3
eliphaz,teman,3
hebrews,pharaoh,3
cyrus,darius,3
israel,libnah,3
benjamin,michmash,3
josiah,zedekiah,3
hamor,jacob,3
hamul,pharez,3
ahinoam,nabal,3
ahab,naboth,3
dedan,sheba,3
abraham,rebekah,3
hena,sepharvaim,3
hanoch,hezron,3
bichri,david,3
aiah,rizpah,3
caleb,othniel,3
ithamar,moses,3
hadarezer,israel,3
benaiah,zechariah,3
achan,joshua,3
gath,israel,3
abraham,christ,3
abraham,ishmael,3
dathan,korah,3
admah,zeboim,3
asher,ocran,3
arnon,jordan,3
ashdod,philistines,3
omar,teman,3
judah,zerah,3
hebron,mamre,3
james,thomas,3
ephraim,issachar,3
gilead,moses,3
joab,judah,3
christ,israel,3
obed,salmon,3
simeon,zurishaddai,3
machir,zelophehad,3
nahath,reuel,3
ahithophel,hushai,3
anah,zibeon,3
jehu,samaria,3
christ,silvanus,3
abiram,korah,3
hoglah,noah,3
helon,zebulun,3
enan,naphtali,3
ammon,jabbok,3
hebrews,moses,3
simon,zebedee,3
ahaziah,joash,3
david,shimei,3
benjamin,jacob,3
gad,naphtali,3
anak,caleb,3
aaron,levi,3
canaan,jabin,3
benjamin,zebulun,3
adaiah,jeroham,3
merab,saul,3
hebron,lachish,3
david,mephibosheth,3
amariah,meraioth,3
jonathan,mephibosheth,3
eliab,jesse,3
arphaxad,shem,3
ai,jericho,3
eliphaz,omar,3
haran,lot,3
ai,bethel,3
moses,sihon,3
bethel,luz,3
israel,perizzites,3
abishua,eleazar,3
ahaz,uzziah,3
israel,lachish,3
azariah,johanan,3
javan,tarshish,3
artaxerxes,jerusalem,3
dathan,moses,3
egypt,shur,3
hezron,reuben,3
hilkiah,judah,3
joab,solomon,3
moses,peter,3
javan,meshech,3
hilkiah,rabshakeh,3
jeremiah,pashur,3
haran,terah,3
ezra,israel,3
amalek,philistines,3
bashan,hermon,3
jordan,saul,3
aholibamah,korah,3
israel,pallu,3
hanoch,pallu,3
barnabas,paul,3
jordan,sihon,3
ashdod,ekron,3
dishan,seir,3
benjamin,gideoni,3
judah,shemaiah,3
haran,sarai,3
shelumiel,zurishaddai,3
bukki,uzzi,3
beriah,malchiel,3
galilee,john,3
ahab,hazael,3
dishan,dishon,3
bahurim,shimei,3
andrew,bartholomew,3
babylon,josiah,3
asaph,zechariah,3
joseph,simeon,3
israel,naboth,3
arnon,israel,3
abram,nahor,3
mizzah,shammah,3
hepher,milcah,3
ekron,israel,3
hamath,ivah,3
benjamin,david,3
assyria,samaria,3
asa,tirzah,3
eleazar,gad,3
issachar,manasseh,3
abihu,moses,3
israel,joram,3
abiram,moses,3
peter,philip,3
abihu,israel,3
david,jotham,3
jeremiah,josiah,3
israel,simeon,3
eleazar,jericho,3
damascus,david,3
shebaniah,sherebiah,3
ahikam,hilkiah,3
gilead,og,3
dan,gilead,3
er,shelah,3
nathan,shobab,3
gad,phinehas,3
mahlah,noah,3
issachar,reuben,3
kareah,nethaniah,3
hebrews,saul,3
abraham,jesus,3
bezaleel,moses,3
seba,sheba,3
bashemath,reuel,3
jehoshaphat,jehu,3
jesus,jordan,3
naioth,ramah,3
manasseh,sin,3
israel,lebanon,3
adah,esau,3
matthew,thomas,3
achish,gath,3
keturah,midian,3
goliath,philistines,3
machpelah,mamre,3
eliasaph,gad,3
abiathar,ahimelech,3
gibeon,joab,3
geba,judah,3
ephesus,paul,3
jeconiah,jerusalem,3
moses,nadab,3
joshua,shealtiel,3
ocran,pagiel,3
sodom,zoar,3
egypt,jehoiakim,3
edom,esau,3
balaam,zippor,3
hepher,mahlah,3
abner,mahanaim,3
hena,ivah,3
aaron,judah,3
amaziah,azariah,3
asa,ramah,3
gezer,shechem,3
abraham,heth,3
baasha,nebat,3
elealeh,heshbon,3
jerusalem,libnah,3
ashdod,gaza,3
ahira,naphtali,3
philistines,samson,3
israel,seir,3
hazael,judah,3
egypt,ethiopia,3
hebron,saul,3
hadadezer,zobah,3
heshbon,israel,3
adah,eliphaz,3
lot,sodom,3
israel,jeremiah,3
egypt,noph,3
gershom,manasseh,3
abiathar,solomon,3
guni,naphtali,3
babylon,seraiah,3
gozan,habor,3
joppa,peter,3
kohath,lot,3
david,egypt,3
debir,hebron,3
abram,terah,3
gilboa,israel,3
japhia,nepheg,3
amasa,joab,3
ashtaroth,bashan,3
assyria,lachish,3
judah,tamar,3
john,jordan,3
elijah,jehoshaphat,3
eliphaz,reuel,3
judah,zion,3
magog,meshech,3
amariah,judah,3
judah,zechariah,3
nebuchadnezzar,shadrach,3
amalek,israel,3
gozan,israel,3
abraham,ephron,3
hazor,sisera,3
pekah,uzziah,3
abraham,gerar,3
heshbon,moab,3
amoz,judah,3
nahor,terah,3
ethan,heman,3
iddo,zechariah,3
manasseh,megiddo,3
dan,gad,3
baanah,rechab,3
judah,lebanon,3
gilead,sihon,3
maaseiah,zedekiah,3
ivah,sepharvaim,3
jehoiachin,judah,3
anah,shobal,3
gad,ramoth,3
abraham,david,3
israel,issachar,3
bahurim,gera,3
abinadab,jonathan,2
abraham,bethuel,2
gibeah,ramah,2
dodo,elhanan,2
christ,pilate,2
martha,mary,2
hamath,judah,2
hattil,shephatiah,2
david,maon,2
elioenai,maaseiah,2
gershom,jahath,2
jeshua,maaseiah,2
judah,rezin,2
bethel,joshua,2
isaiah,israel,2
jordan,lebanon,2
gomorrah,zoar,2
abdi,merari,2
bezer,reuben,2
aram,balak,2
hezron,pallu,2
amoz,israel,2
hadadezer,toi,2
madai,magog,2
gog,tubal,2
jesse,salmon,2
azubah,caleb,2
galilee,simon,2
bashemath,eliphaz,2
israel,jehoiada,2
elishah,kittim,2
david,goliath,2
ammon,hadarezer,2
bartholomew,simon,2
bilshan,zerubbabel,2
mordecai,zerubbabel,2
damascus,kir,2
judah,micah,2
jerusalem,moab,2
philistines,zidon,2
judah,nebuchadnezzar,2
gershom,levi,2
dinah,hamor,2
jetur,naphish,2
hadadezer,rehob,2
haman,pur,2
amos,israel,2
dan,eshtaol,2
david,nebat,2
hadad,samlah,2
mephibosheth,ziba,2
jehonathan,shemaiah,2
pharez,zerah,2
bukki,zerahiah,2
mibzar,teman,2
amraphel,chedorlaomer,2
andrew,jesus,2
elishama,ephraim,2
elisha,israel,2
bezer,golan,2
jokshan,midian,2
henadad,kadmiel,2
euphrates,josiah,2
david,obed,2
jacob,zion,2
abishai,sheba,2
delaiah,nekoda,2
benjamin,zelah,2
israel,makkedah,2
havilah,shur,2
hezekiah,shebna,2
cyrus,sheshbazzar,2
kish,merari,2
cyrus,daniel,2
beeroth,israel,2
calah,nineveh,2
baanah,mordecai,2
guni,jahzeel,2
lazarus,martha,2
millo,shechem,2
edom,joab,2
johanan,tanhumeth,2
eleazar,lot,2
lehabim,mizraim,2
aaron,merari,2
hobab,moses,2
eliezer,shemaiah,2
egypt,isaac,2
antioch,paul,2
babylon,riblah,2
jerusalem,shimshai,2
absalom,zeruiah,2
jericho,reuben,2
isaiah,sennacherib,2
job,noah,2
joseph,levi,2
abraham,hagar,2
joash,joram,2
aran,uz,2
israel,minnith,2
menahem,samaria,2
jezreel,ramah,2
esther,shushan,2
ammon,aroer,2
david,ornan,2
binnui,henadad,2
canaan,haran,2
jeremiah,johanan,2
judah,sennacherib,2
david,jacob,2
philip,simon,2
balaam,egypt,2
david,ziph,2
asaph,ethan,2
abishai,gibeon,2
ekron,gath,2
babylon,ishmael,2
asaph,eliakim,2
abraham,mamre,2
abinoam,tabor,2
ezra,moses,2
japheth,madai,2
zabdi,zerah,2
eder,mushi,2
gilead,segub,2
eliezer,jarib,2
avith,bedad,2
ham,mizraim,2
amminadab,ram,2
sheba,tarshish,2
harosheth,sisera,2
joiarib,shemaiah,2
david,joram,2
jahzeel,naphtali,2
libni,shimei,2
nazareth,peter,2
huram,ophir,2
mahanaim,saul,2
lot,terah,2
david,jezreel,2
asaph,hezekiah,2
shechem,zebul,2
azekah,lachish,2
reuben,shedeur,2
medan,zimran,2
abraham,machpelah,2
elam,shem,2
micah,pithon,2
jehoram,jerusalem,2
ephraim,jordan,2
jacob,samaria,2
henadad,jeshua,2
asahel,zebadiah,2
hepher,noah,2
esau,nahath,2
joshua,manasseh,2
achbor,hilkiah,2
chilion,naomi,2
assir,ebiasaph,2
abiathar,shemaiah,2
israel,ithamar,2
ephraim,jeroboam,2
baasha,mizpah,2
eliahba,shaalbonite,2
adbeel,ishmael,2
amon,josiah,2
jachin,jedaiah,2
terah,ur,2
gilead,phinehas,2
eglon,joshua,2
eliphaz,zepho,2
jesus,martha,2
hebron,talmai,2
azariah,jotham,2
asenath,egypt,2
abigail,zeruiah,2
madai,tubal,2
hashabiah,hilkiah,2
aaron,sinai,2
nekoda,tobiah,2
hezron,ram,2
arphaxad,lud,2
jeroham,zichri,2
abigail,amasa,2
horims,seir,2
jezaniah,johanan,2
ammishaddai,dan,2
david,euphrates,2
dishan,ezer,2
dan,david,2
athaliah,jerusalem,2
ahaziah,jezreel,2
jemuel,zohar,2
ammon,jordan,2
judah,neriah,2
